id,author,title,url,urlToImage,publishedAt,SourceId
434,"Ania Nussbaum","Airbus Steps Up Push for Flying Taxis, On-Demand Helicopters",https://www.bloomberg.com/news/articles/2018-05-28/airbus-steps-up-push-for-flying-taxis-on-demand-helicopters,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/iLcBzfu1mrpE/v0/1200x675.jpg,"2018-05-28 18:11:51",bloomberg
435,"John Follain","Italy's Populists Mobilize in Protest",https://www.bloomberg.com/news/articles/2018-05-28/italy-s-populists-mobilize-in-protest-as-cabinet-list-drawn-up,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/i5Gj8oMss0Bs/v0/1200x800.jpg,"2018-05-28 17:54:03",bloomberg
436,"Devon Pendleton, Tara Patel","Serge Dassault, Patriarch of Aircraft Empire, Dies at 93",https://www.bloomberg.com/news/articles/2018-05-28/serge-dassault-patriarch-of-french-aircraft-empire-dies-at-93-jhqg96y2,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/iQ8pBy7mp20A/v0/1200x798.jpg,"2018-05-28 16:50:41",bloomberg
437,NULL,"BTS First K-pop Band to Top Billboard Album Charts",https://www.bloomberg.com/news/articles/2018-05-28/bts-first-k-pop-band-to-top-billboard-album-charts,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/iPJXCt45rTjk/v1/1200x900.jpg,"2018-05-28 16:23:26",bloomberg
438,"Brian K Sullivan","Alberto Could Bring $1 Billion in Losses to U.S. Gulf Coast",https://www.bloomberg.com/news/articles/2018-05-28/alberto-could-bring-1-billion-in-losses-to-u-s-gulf-coast,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/isH_zwFYmlGo/v0/1200x983.jpg,"2018-05-28 15:48:17",bloomberg
439,"Devon Pendleton, Tara Patel","Serge Dassault, Patriarch of French Aircraft Empire, Dies at 93",https://www.bloomberg.com/news/articles/2018-05-28/serge-dassault-patriarch-of-french-aircraft-empire-dies-at-93,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/i7lDw2pqmKGY/v0/1200x798.jpg,"2018-05-28 15:43:54",bloomberg
440,"Doug Alexander","Fraudsters May Have Taken Personal Data at CIBC's Simplii, BMO",https://www.bloomberg.com/news/articles/2018-05-28/fraudsters-may-have-taken-personal-data-at-cibc-s-simplii-bmo,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/iYqcOrl_ofpc/v0/1200x662.jpg,"2018-05-28 15:11:35",bloomberg
441,"Eric Roston","Want to Escape the Coming Floods? Balance Global Trade, Study Says",https://www.bloomberg.com/news/articles/2018-05-28/want-to-escape-the-coming-floods-balance-global-trade-study-says,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/iAtOiHZf29d0/v0/1200x800.jpg,"2018-05-28 15:00:11",bloomberg
442,"Tom Hall","The Cars of the Concorso d'Eleganza Villa d'Este at Lake Como",https://www.bloomberg.com/news/features/2018-05-28/the-cars-of-the-concorso-d-eleganza-villa-d-este-at-lake-como,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/iemTLRB9Xclg/v0/1200x775.jpg,"2018-05-28 14:53:28",bloomberg
443,"Ladane Nasseri","Iran Is Ready to Discuss Yemen Conflict With European Nations - Bloomberg",https://www.bloomberg.com/news/articles/2018-05-28/iran-says-ready-to-discuss-yemen-conflict-with-european-nations,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/iTZEAg9Ldk8A/v1/1200x900.jpg,"2018-05-28 14:49:08",bloomberg
444,"Michael Cohen, Renee Bonorchis","South African Court Overturns Seizure of Gupta Properties, Cars",https://www.bloomberg.com/news/articles/2018-05-28/south-african-court-overturns-seizure-of-gupta-properties-cars,https://assets.bwbx.io/s3/javelin/public/javelin/images/social-default-a4f15fa7ee.jpg,"2018-05-28 14:20:54",bloomberg
445,NULL,"Trump to Mark Memorial Day With Arlington Cemetery Visit",https://www.bloomberg.com/news/articles/2018-05-28/trump-to-mark-memorial-day-with-arlington-cemetery-visit,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/is9nL.k4c1og/v0/1200x800.jpg,"2018-05-28 14:02:53",bloomberg
446,"Nick Rigillo, Peter Levring","Even the Smartest Workers Are Stumped by Danish Visa Rules",https://www.bloomberg.com/news/articles/2018-05-28/even-the-smartest-millennials-are-stumped-by-danish-visa-rules,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/iHdMdkw93Ruw/v0/1200x998.jpg,"2018-05-28 14:00:00",bloomberg
447,"Jen Skerritt, Frederic Tomesco","Potential CP Rail Walkout Is Latest Blow to Freight Backlog",https://www.bloomberg.com/news/articles/2018-05-26/potential-strike-latest-blow-to-rail-transport-backlog-in-canada,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/iyQ9tuQHSMrc/v0/1200x789.jpg,"2018-05-28 13:33:23",bloomberg
448,"Maria Tadeo","Spain to Appoint New Central Bank Governor Amid Calls for Women - Bloomberg",https://www.bloomberg.com/news/articles/2018-05-28/spain-to-appoint-new-central-bank-governor-amid-calls-for-women,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/ivdSSx9pvUKA/v0/1200x798.jpg,"2018-05-28 13:22:32",bloomberg
449,"Sarah DiGiulio","Do this if you want to get to bed earlier tonight",https://www.nbcnews.com/better/pop-culture/7-ways-actually-get-bed-hour-earlier-tonight-ncna768346,https://media4.s-nbcnews.com/j/newscms/2017_23/2025856/brecher-better-sleep-03_505b55dd86551367b40c72833fd768d8.1200;630;7;70;5.jpg,"2018-05-28 20:20:00",nbc-news
450,NBCNews.com,"Real Life 'Spider-Man' rescues toddler dangling from balcony",https://www.nbcnews.com/video/malian-migrant-spider-man-rescues-toddler-dangling-from-balcony-in-paris-1243346499716,https://media3.s-nbcnews.com/j/MSNBC/Components/Video/201805/spiderman.1200;630;7;70;5.jpg,"2018-05-28 19:43:08",nbc-news
451,"Bianca Hillier","Twelve years later, Pennsylvania mother remains missing with no arrests in connection with her disappearance",https://www.nbcnews.com/feature/missing-in-america/pennsylvania-mother-shelva-rafte-vanished-memorial-day-2006-following-daughter-n877726,https://media2.s-nbcnews.com/j/newscms/2018_21/2445631/shelva_rafte_main_art_063b31bd002bb443f561d01897dc1654.nbcnews-fp-1200-630.jpg,"2018-05-28 18:37:46",nbc-news
452,"Associated Press","Trump pays tribute on Memorial Day and criticized for 'tone-deaf' tweet - NBCNews.com",https://www.nbcnews.com/politics/donald-trump/trump-pays-tribute-memorial-day-criticized-tone-deaf-tweet-n878026,https://media3.s-nbcnews.com/j/newscms/2018_22/2446951/180528-trump-memorial-day-2-140p-rs_0e79929aace4b7048970a41912fcf6ed.1200;630;7;70;5.JPG,"2018-05-28 18:05:00",nbc-news
453,"Erik Ortiz, Associated Press","Storm Alberto, nearing landfall along Florida Panhandle, threatens heavy rains, flooding",https://www.nbcnews.com/news/us-news/storm-alberto-nearing-landfall-along-florida-panhandle-threatens-heavy-rains-n878021,https://media3.s-nbcnews.com/j/newscms/2018_22/2446921/180528-storm-alberto-florida-1059a-rs_356711a28e00435f2979771b572648ba.1200;630;7;70;5.JPG,"2018-05-28 17:29:00",nbc-news
454,NBCNews.com,"Bread to Toast: Fighting food waste one beer at a time",https://www.nbcnews.com/mach/video/bread-to-toast-fighting-food-waste-one-beer-at-a-time-1242718275540,https://media1.s-nbcnews.com/j/MSNBC/Components/Video/201805/d_mach_mach_beer_180526.1200;630;7;70;5.jpg,"2018-05-28 17:09:00",nbc-news
455,"Benjy Sarlin","Trump blames Democrats for his policy of separating families at border",https://www.nbcnews.com/politics/white-house/trump-blames-democrats-his-policy-separating-migrant-families-border-n878001,https://media3.s-nbcnews.com/j/newscms/2018_22/2446941/180528-trump-1248p-rs_54d1d55eb03b97872c44dd9cb755b191.1200;630;7;70;5.JPG,"2018-05-28 17:01:56",nbc-news
456,"David Cox","Can these bold plans help save the polar ice sheets?",https://www.nbcnews.com/mach/science/can-these-bold-plans-keep-world-s-ice-sheets-melting-ncna877616,https://media3.s-nbcnews.com/j/newscms/2018_21/2444301/180524-operation-icebridge-2017-ac-1050p_e2353740521071f6a75c0dcfc93658b0.1200;630;7;70;5.JPG,"2018-05-28 16:06:10",nbc-news
457,"Seth Shostak","Could alien life exist in parallel universes?",https://www.nbcnews.com/mach/science/could-alien-life-exist-parallel-universes-ncna876896,https://media1.s-nbcnews.com/j/newscms/2018_21/2440586/180522-multiverse-al-0906_1f55bff4570353c26be171fd27ce3096.1200;630;7;70;5.jpg,"2018-05-28 15:59:55",nbc-news
458,"JJ Ramberg","Making a positive impact on the community",https://www.nbcnews.com/business/your-business/business-development-how-your-company-can-give-back-n877556,https://media1.s-nbcnews.com/j/newscms/2018_21/2445126/nbc_ybamexvolunteer_180528_a06bbcb388853f5c0211a5c272699f31.1200;630;7;70;5.jpg,"2018-05-28 15:42:00",nbc-news
459,"Lauren Egan","Can Marsha Blackburn ride the Trump train to the Senate?",https://www.nbcnews.com/politics/politics-news/can-marsha-blackburn-ride-trump-train-senate-win-tennessee-n877646,https://media4.s-nbcnews.com/j/newscms/2018_21/1977021/170425-marsha-blackburn-mn-1300_3768db02739d9d95dfd0f45190f3a4f3.1200;630;7;70;5.jpg,"2018-05-28 13:20:27",nbc-news
460,NBCNews.com,"Brave migrant rescues child dangling from balcony",https://www.nbcnews.com/video/president-macron-thanks-malian-migrant-mamoudou-gassama-for-spider-man-rescue-in-paris-1243178563958,https://media4.s-nbcnews.com/j/MSNBC/Components/Video/201805/AFP_15E9EO.1200;630;7;70;5.jpg,"2018-05-28 10:52:12",nbc-news
461,"Linda Givetash, Emmanuelle Saliba, Nancy Ing, Reuters","Migrant rescues child dangling from Paris balcony, gets new start in France",https://www.nbcnews.com/news/world/migrant-rescues-child-dangling-paris-balcony-gets-new-start-france-n877986,https://media1.s-nbcnews.com/j/newscms/2018_22/2446691/180528-france-mamoudou-gassama-rescue-mn-1105_7b975be9c54e0c87af9fd82826ae668d.1200;630;7;70;5.jpg,"2018-05-28 10:35:58",nbc-news
462,"Alexander Smith, Vladimir Banic","Iceland is a gun-loving country with no shooting murders since 2007",https://www.nbcnews.com/news/world/iceland-gun-loving-country-no-shooting-murders-2007-n872726,https://media2.s-nbcnews.com/j/newscms/2018_22/2426276/180509-iceland-gun-tests-mc-1318_3e2e186e75cc306ba0c6a8ba79243224.1200;630;7;70;5.JPG,"2018-05-28 08:57:26",nbc-news
463,"Laura Saravia and F. Brinley Bruton","Assad may have withheld some of his chemical arsenal, watchdog says",https://www.nbcnews.com/news/world/syria-may-not-have-declared-entire-chemical-arsenal-opcw-says-n877526,https://media4.s-nbcnews.com/j/newscms/2018_22/1282606/151030-bashar-assad-syria-725a_29087d50c3de65de98b0960a1f85e9d4.1200;630;7;70;5.jpg,"2018-05-28 08:47:40",nbc-news
464,"Michelle Chen","Women in the military deserve to be safe from sexual assault",https://www.nbcnews.com/think/opinion/women-military-deserve-more-thank-yous-they-deserve-be-safe-ncna877721,https://media2.s-nbcnews.com/j/newscms/2018_21/2445381/180525-military-sexual-assault-2013-ac-521p_569cfe756ea7f2124c8c3d159876e465.1200;630;7;70;5.jpg,"2018-05-28 08:44:03",nbc-news
465,"Adam Eichen","This is how to ultimately defeat the NRA",https://www.nbcnews.com/think/opinion/how-ultimately-defeat-nra-ncna877316,https://media3.s-nbcnews.com/j/newscms/2018_21/2445336/180525-nra-protest-444p-rs_a97f14b77d8d6b1defc8e04586a3b0d6.1200;630;7;70;5.JPG,"2018-05-28 08:33:00",nbc-news
466,"Phil McCausland","A rural school turns to digital education. Is it a savior or devil's bargain?",https://www.nbcnews.com/news/us-news/rural-school-turns-digital-education-it-savior-or-devil-s-n877806,https://media3.s-nbcnews.com/j/newscms/2018_21/2446061/180526-digital-learning-students-spanish-class-ew-511p_f11b347cc66b932d248b6a4f1c025340.1200;630;7;70;5.jpg,"2018-05-28 08:30:04",nbc-news
467,NULL,"Dangerous flash floods rush through Maryland",https://www.nbcnews.com/video/flash-floods-take-a-toll-on-ellicott-city-maryland-1242999875762?v=a,https://media3.s-nbcnews.com/i/MSNBC/Components/Video/201805/f_mash_ellicott_flooding_180527.jpg,"2018-05-28 01:49:46",nbc-news
468,"Associated Press","So low. Latest 'Star Wars' installment, 'Solo,' sputters at box office",https://www.nbcnews.com/pop-culture/movies/so-low-star-wars-spinoff-solo-sputters-83-3-million-n877971,https://media2.s-nbcnews.com/j/newscms/2018_21/2445226/180525-alden-ehrenreich-solo-star-wars-story-al-1447_16670427a69d368a314e2f9a9c076e3a.1200;630;7;70;5.jpg,"2018-05-28 00:49:12",nbc-news
469,"Laura Kelly","CDC: Protect against tick bites with treated clothing - Washington Times",https://www.washingtontimes.com/news/2018/may/28/cdc-protect-against-tick-bites-treated-clothing/,NULL,"2018-05-28 13:37:29",the-washington-times
470,"David Sherfinski","Rudy Giuliani: Mueller's Russia investigation is 'rigged,' no longer legitimate - Washington Times",https://www.washingtontimes.com/news/2018/may/27/rudy-giuliani-robert-muellers-russia-investigation/,https://twt-thumbs.washtimes.com/media/image/2018/05/25/Trump_Giuliani_19310.jpg-5799a_s2048x1425.jpg?0aa2a995c890d63be378731cfb225d034d812b4d,"2018-05-27 14:18:57",the-washington-times
471,washingtontimes,"Paul receiving regular treatment to return for Rockets",https://www.washingtontimes.com/news/2018/may/26/paul-receiving-regular-treatment-to-return-for-roc/,https://twt-thumbs.washtimes.com/media/image/2018/05/26/rockets_paul_out_basketball_37550_s2048x1395.jpg?96c954c46c673a191c1e9d8f443679218dd86de9,"2018-05-27 00:59:12",the-washington-times
472,"SHARI RUDAVSKY","'This room becomes sacred' with organ donor's body - Washington Times",https://www.washingtontimes.com/news/2018/may/26/this-room-becomes-sacred-with-organ-donors-body/,NULL,"2018-05-26 04:18:45",the-washington-times
473,washingtontimes,"Detroit activists call on Lions to reject NFL anthem policy",https://www.washingtontimes.com/news/2018/may/25/detroit-activists-call-on-lions-to-reject-nfl-anth/,https://twt-thumbs.washtimes.com/media/image/2018/05/25/nfl_anthem_protests_lions_football_89749_s2048x1496.jpg?fead232f5068a86ccb5d6a254c2396cdb8f15929,"2018-05-25 17:32:30",the-washington-times
474,"Victor Morton","David Hogg Demands $1M Donation From PUBLIX...",https://www.washingtontimes.com/news/2018/may/24/david-hogg-targets-publix-gun-control-push/,https://twt-thumbs.washtimes.com/media/image/2018/05/24/AP_18083635375798_s2048x1365.jpg?157fd7a2b2da4a762ebf407a263d15da8e5779ba,"2018-05-24 23:34:37",the-washington-times
475,washingtontimes,"Ex-NFL player sues Michigan State over 2016 expulsion",https://www.washingtontimes.com/news/2018/may/23/ex-nfl-player-sues-michigan-state-over-2016-expuls/,NULL,"2018-05-23 15:32:05",the-washington-times
476,"Stephen Dinan","MS-13 gang member nicknamed 'Animal' sentenced 40 years...",https://www.washingtontimes.com/news/2018/may/22/ms-13-gang-member-nicknamed-animal-gets-40-years/,https://twt-thumbs.washtimes.com/media/image/2013/06/05/ms-13_web_20121011_0003_2_mugshot_four_by_three_s2048x1535.jpg?5021cf041d6551a438e20c9a51771c46bbd42751,"2018-05-22 17:04:37",the-washington-times
477,"Google News","Health officials concerned about public knowledge of Ebola outbreak in Congo - Washington Times",https://www.washingtontimes.com/news/2018/may/22/health-officials-concerned-about-public-knowledge-/,https://twt-thumbs.washtimes.com/media/image/2018/05/18/congo_ebola_32345_s1456x2048.jpg?ce6549bbc821401e6447de19260469f8b445dafa,"2018-05-22 17:01:29",the-washington-times
478,"Cactus Moon","Tech industry enlists Southern Poverty Law Center to ferret out ‘hate’",https://www.washingtontimes.com/news/2018/may/16/southern-poverty-law-center-tech-industry-alliance/,https://twt-thumbs.washtimes.com/media/image/2018/05/16/AP_740332931736_s2048x1365.jpg?157fd7a2b2da4a762ebf407a263d15da8e5779ba,"2018-05-21 15:11:21",the-washington-times
479,"Zolaikha Strong","A secure energy grid starts with copper",https://www.washingtontimes.com/news/2018/may/20/a-secure-energy-grid-starts-with-copper/,https://twt-thumbs.washtimes.com/media/image/2018/05/20/5_202018_b3-stro-copper-shie8201_s2048x1801.jpg?4b7db6956f61d8a17a2c9163e728737b7d62ff0b,"2018-05-21 09:41:00",the-washington-times
480,"Carlo Muñoz","Israel vs. Iran: Who holds the advantage in an increasingly looming war? - Washington Times",https://www.washingtontimes.com/news/2018/may/20/israel-iran-military-advantages-mixed-war-looms/,https://twt-thumbs.washtimes.com/media/image/2018/05/17/Mideast_Connected_Regional_Conflicts_51082.jpg-ca52e_s2048x1365.jpg?157fd7a2b2da4a762ebf407a263d15da8e5779ba,"2018-05-20 21:31:31",the-washington-times
481,"Bradford Richardson","Incoming NRA President blames culture of violence, meds...",https://www.washingtontimes.com/news/2018/may/20/oliver-north-nra-president-blames-school-shootings/,https://twt-thumbs.washtimes.com/media/image/2018/05/20/AP_529852824078_s2048x1314.jpg?31ab64912276ec317fc89a45cad89b33407d2284,"2018-05-20 19:16:26",the-washington-times
482,"Bradford Richardson","Top Democrat deems claims Trump campaign was spied on 'nonsense' - Washington Times",https://www.washingtontimes.com/news/2018/may/20/stefan-halper-reportedly-fbi-informant-trump-campa/,https://twt-thumbs.washtimes.com/media/image/2018/05/20/AP_18036848566438_s2048x1365.jpg?157fd7a2b2da4a762ebf407a263d15da8e5779ba,"2018-05-20 15:36:13",the-washington-times
483,"Andrew Blake","Russia will 'fight' for German pipeline project despite US opposition: Putin - Washington Times",https://www.washingtontimes.com/news/2018/may/19/russia-will-fight-german-pipeline-project-despite-/,https://twt-thumbs.washtimes.com/media/image/2018/05/18/Russia_New_Weapons_24189.jpg-958eb_s2048x1365.jpg?157fd7a2b2da4a762ebf407a263d15da8e5779ba,"2018-05-19 18:13:46",the-washington-times
484,"Andrew Blake","Cambridge Analytica files for bankruptcy following Facebook data scandal - Washington Times",https://www.washingtontimes.com/news/2018/may/19/cambridge-analytica-files-bankruptcy-following-fac/,https://twt-thumbs.washtimes.com/media/image/2018/05/02/facebook_privacy_scandal_92340_s2048x1365.jpg?157fd7a2b2da4a762ebf407a263d15da8e5779ba,"2018-05-19 15:11:01",the-washington-times
485,"Douglas  Ernst","Jordan B. Peterson's NYT profile claims star author undermines 'liberal efforts to promote equality' - Washington Times",https://www.washingtontimes.com/news/2018/may/18/jordan-b-petersons-nyt-profile-claims-star-author-/,https://twt-thumbs.washtimes.com/media/image/2018/01/17/Jordan_Peterson_s2048x1267.jpg?4bd0738238c2f7a7d5ad5cf068a39e51782a2146,"2018-05-18 17:12:05",the-washington-times
486,"L. Todd Wood","Vladimir Putin crosses a bridge too far in writing off West - Washington Times",https://www.washingtontimes.com/news/2018/may/17/vladimir-putin-crosses-a-bridge-too-far-in-writing/,https://twt-thumbs.washtimes.com/media/image/2018/05/15/russia_crimea_16812_s2048x1295.jpg?3f754257230821f3cb89f4b22b21b4073b024b4f,"2018-05-18 02:13:18",the-washington-times
487,"Federico Puglie — Special to The Washington Times","Peso plunge: Collapse of currency dredges up old frustrations, threatens Argentina president...",https://www.washingtontimes.com/news/2018/may/17/argentinas-peso-plunge-incites-frustation-mauricio/,https://twt-thumbs.washtimes.com/media/image/2018/05/17/Argentina_Economy_23_s2048x1365.jpg?157fd7a2b2da4a762ebf407a263d15da8e5779ba,"2018-05-18 02:04:36",the-washington-times
488,"Adam Zielonka","Yankees stayed at Dulles overnight after Nationals rainout, flight delay - Washington Times",https://www.washingtontimes.com/news/2018/may/17/yankees-stay-dulles-overnight-after-nationals-rain/,https://twt-thumbs.washtimes.com/media/image/2018/05/15/Yankees_Nationals_Baseball_09908.jpg-92e46_s2048x1462.jpg?68cd4097038f9d6a11527d3639a9e8fbe5710f61,"2018-05-17 23:49:14",the-washington-times
489,obayda,"السعودية تكسب الاحترام أمام إيطاليا وتونس تحرج البرتغال",https://arabic.cnn.com/sport/2018/05/29/saudi-arabia-italy-tunisia-portugal,https://i.cdn.turner.com/dr/cnnarabic/cnnarabic/release/sites/default/files/styles/og_image/public/image/GettyImages-963372604.jpg?itok=MfDhMpVR,"2018-05-28 20:44:44",cnn
490,"Kevin Liptak, CNN","Trump ramps up pressure to get North Korea summit on track - CNN",https://www.cnn.com/2018/05/28/politics/north-korea-trump-summit/index.html,https://cdn.cnn.com/cnnnext/dam/assets/180510111821-trump-kim-jong-summit-clean-051118-restricted-super-tease.jpg,"2018-05-28 20:06:00",cnn
491,NULL,"Pilot accused in plot to kidnap, deport student",https://www.cnn.com/videos/us/2018/05/28/pilot-accused-kidnap-deport-chinese-flight-student-lah.cnn,https://cdn.cnn.com/cnnnext/dam/assets/180528110603-piloto-azafata-secuestrar-estudiante-aviacin-chino-deportarlo-cafe-cnnee-00000000-super-tease.jpg,"2018-05-28 19:38:15",cnn
492,obayda,"وزراء إعلام الدول الأربع: يجب التصدي للقنوات المسيسة" التي تستخدمها بعض الدول"",https://arabic.cnn.com/middle-east/2018/05/28/ministers-four-countries-channels-political-agenda,https://i.cdn.turner.com/dr/cnnarabic/cnnarabic/release/sites/default/files/styles/og_image/public/image/DeTfWbSWsAESpCC.jpg?itok=FDcvNHji,"2018-05-28 19:23:43",cnn
493,"Julia Horowitz","Ivanka Trump granted seven new trademarks in China",http://money.cnn.com/2018/05/28/news/ivanka-trump-china-trademarks/index.html,https://i2.cdn.turner.com/money/dam/assets/180528123204-ivanka-trump-780x439.jpg,"2018-05-28 19:16:11",cnn
494,NULL,"Southeast braces for Alberto to make landfall",https://www.cnn.com/videos/us/2018/05/28/weather-storm-alberto-monday.cnn,https://cdn.cnn.com/cnnnext/dam/assets/180528051948-weather-storm-alberto-monday-00000329-super-tease.jpg,"2018-05-28 18:58:50",cnn
495,NULL,"Ivanka mocked for 'tone deaf' tweet",https://www.cnn.com/videos/politics/2018/05/28/ivanka-trump-tweet-tone-deaf-border-battle-wolf-sot.cnn,https://cdn.cnn.com/cnnnext/dam/assets/180528141707-ivanka-trump-with-son-close-up-01-super-tease.jpg,"2018-05-28 18:55:09",cnn
496,AngelaBonachera,"Pronostican la llegada de hasta 9 grandes huracanes a México en 2018",http://cnnespanol.cnn.com/2018/05/28/pronostican-la-llegada-de-hasta-9-grandes-huracanes-a-mexico-en-2018/,https://cnnespanol2.files.wordpress.com/2018/05/gettyimages-827637956.jpg?quality=100&strip=info&w=1200,"2018-05-28 18:45:53",cnn
497,"Matthew Frankel for the Motley Fool","What costs do annuities have?",http://money.cnn.com/2018/05/28/retirement/annuities-costs/index.html,https://i2.cdn.turner.com/money/dam/assets/180330124154-negotiating-wage-gap-780x439.jpg,"2018-05-28 18:41:52",cnn
498,"Paula Bravo Medina","Los partidos amistosos internacionales de cara al Mundial de Rusia 2018",http://cnnespanol.cnn.com/2018/05/28/los-partidos-amistosos-internacionales-de-cara-al-mundial-de-rusia-2018/,https://cnnespanol2.files.wordpress.com/2018/04/170410093229-world-cup-2014-ball-and-trophy-full-169.jpg?quality=100&strip=info&w=1200,"2018-05-28 18:41:14",cnn
499,"Evan Simko-Bednarski and Hollie Silverman, CNN","Police officer punches woman in New Jersey beach arrest video",https://www.cnn.com/2018/05/28/us/new-jersey-beach-arrest/index.html,https://cdn.cnn.com/cnnnext/dam/assets/180528125720-new-jersey-beach-arrest-beating-super-tease.jpg,"2018-05-28 18:23:43",cnn
500,"Melissa Velásquez Loaiza","¿Está aún en pie la histórica cumbre entre Donald Trump y Kim Jong Un?",http://cnnespanol.cnn.com/2018/05/28/esta-aun-en-pie-la-historica-cumbre-entre-donald-trump-y-kim-jong-un/,https://cnnespanol2.files.wordpress.com/2018/05/north-korea-south-korea-meeting-0526-super-tease.jpg?quality=100&strip=info,"2018-05-28 18:15:50",cnn
501,NULL,"From refugee to Pulitzer-winning novelist - CNN Video",https://www.cnn.com/videos/world/2018/05/28/viet-thanh-nguyen-amanpour.cnn,https://cdn.cnn.com/cnnnext/dam/assets/180528182909-viet-thanh-nguyen-amanpour-super-tease.jpg,"2018-05-28 18:12:46",cnn
502,"Marian Liu, CNN","K-pop group's record breaking album conquers three continents",https://www.cnn.com/2017/09/20/asia/bts-kpop-rap-monster-interview/index.html,https://cdn.cnn.com/cnnnext/dam/assets/170917230430-bts-6-super-tease.jpg,"2018-05-28 18:03:58",cnn
503,obayda,"تأشيرة المونديال.. تونس وكسر العقدة بغياب النمس" في روسيا"",https://arabic.cnn.com/sport/2018/05/28/mundial-visa-tunisia-national-team,https://i.cdn.turner.com/dr/cnnarabic/cnnarabic/release/sites/default/files/styles/og_image/public/image/GettyImages-937109546.jpg?itok=stsY06GO,"2018-05-28 17:48:34",cnn
504,NULL,"The history of the classic American hamburger",https://www.cnn.com/videos/cnnmoney/2018/05/28/national-burger-day-orig.cnn,https://cdn.cnn.com/cnnnext/dam/assets/180528075303-national-hamburger-day-super-tease.jpg,"2018-05-28 17:38:01",cnn
505,"Melissa Velásquez Loaiza","Elecciones en Colombia: ¿quién ganó y quién perdió en la primera vuelta presidencial?",http://cnnespanol.cnn.com/2018/05/28/elecciones-en-colombia-quien-gano-y-quien-perdio-en-la-primera-vuelta-presidencial/,https://cnnespanol2.files.wordpress.com/2018/05/cnn-gale-31.jpg?quality=100&strip=info,"2018-05-28 17:20:56",cnn
506,"Ravi Ubha, CNN","French Open: Lucky loser Marco Trungelliti hits jackpot after marathon journey",https://edition.cnn.com/2018/05/28/sport/french-open-tennis-trungelliti-lucky-loser/index.html,https://cdn.cnn.com/cnnnext/dam/assets/180528134856-trungelliti-super-tease.jpg,"2018-05-28 17:06:21",cnn
507,obayda,"البرلمان العراقي يعقد جلسة استثنائية ويصوت على قرارات بشأن الانتخابات",https://arabic.cnn.com/middle-east/2018/05/28/iraqi-parliament-votes-decisions-elections,https://i.cdn.turner.com/dr/cnnarabic/cnnarabic/release/sites/default/files/styles/og_image/public/image/GettyImages-956350986.jpg?itok=nHNCzw0x,"2018-05-28 17:00:36",cnn
508,"Analysis by Chris Cillizza, CNN Editor-at-large","Donald Trump just put the 'Me' in his Memorial Day tweet",https://www.cnn.com/2018/05/28/politics/donald-trump-memorial-day-tweet/index.html,https://cdn.cnn.com/cnnnext/dam/assets/180526215633-02-donald-trump-0526-super-tease.jpg,"2018-05-28 16:57:59",cnn
509,"Mike Spohr","19 Tweets By Parents That Will Make You Go, That's Messed Up!""",https://www.buzzfeed.com/mikespohr/19-tweets-by-parents-that-will-make-you-go-thats-messed-up,https://img.buzzfeed.com/buzzfeed-static/static/2018-05/22/12/campaign_images/buzzfeed-prod-web-04/19-tweets-by-parents-that-will-make-you-go-thats--2-14373-1527005225-10_dblbig.jpg,"2018-05-29 01:16:03",buzzfeed
510,"Krista Torres","We Bet You Can't Name Every U.S. State In Three Minutes",https://www.buzzfeed.com/kristatorres/we-bet-you-cant-name-every-us-state-in-three-minutes,https://img.buzzfeed.com/buzzfeed-static/static/2018-05/26/11/campaign_images/buzzfeed-prod-web-01/we-bet-you-cant-name-every-us-state-in-three-minu-2-8056-1527347949-0_dblbig.jpg,"2018-05-29 01:01:03",buzzfeed
511,"Marie Telling","Escolha entre estas comidas típicas europeias e diremos em que lugar da Europa você deveria morar",https://www.buzzfeed.com/marietelling/teste-comidas-europeias-onde-voce-deveria-morar,https://img.buzzfeed.com/buzzfeed-static/static/2018-05/28/16/campaign_images/buzzfeed-prod-web-02/escolha-entre-estas-comidas-tipicas-europeias-e-d-2-19211-1527540934-0_dblbig.jpg,"2018-05-29 00:55:36",buzzfeed
512,"Remy Smidt","A Pilot And His Assistant Were Arrested For Kidnapping A Student And Trying To Deport Him Back To China",https://www.buzzfeed.com/remysmidt/china-flight-student-kindnapping-california,https://img.buzzfeed.com/buzzfeed-static/static/2018-05/28/16/campaign_images/buzzfeed-prod-web-01/a-pilot-and-his-assistant-were-arrested-for-kidna-2-14886-1527540584-0_dblbig.jpg,"2018-05-29 00:49:46",buzzfeed
