id,source,author,title,url,urlToImage,publishedAt,SourceId
317,breitbart-news,"Warner Todd Huston","Chicago Woman Pushers Stranger onto Train Tracks Because She was Having a Bad Day",http://www.breitbart.com/big-government/2018/03/05/chicago-woman-pushers-stranger-onto-train-tracks-because-she-was-having-a-bad-day/,http://media.breitbart.com/media/2018/03/Wilma-Maxey-Chicago-Police.jpg,"2018-03-05 21:59:43",breitbart-news
318,breitbart-news,"Nate Church","‘Fake Weed’ Blamed for Two Deaths, 56 Cases of Severe Bleeding",http://www.breitbart.com/big-government/2018/04/03/fake-weed-blamed-two-deaths-56-cases-severe-bleeding/,http://media.breitbart.com/media/2018/04/synthetic-marijuana-getty.jpg,"2018-04-03 23:39:10",breitbart-news
319,breitbart-news,"Dylan Gwinn","Roseanne Barr: Kanye West Right About Obama Failing to Fix Chicago’s ‘Corrupt Establishment’",http://www.breitbart.com/big-hollywood/2018/05/03/roseanne-barr-kanye-west-right-obama-failing-fix-chicagos-corrupt-establishment/,http://media.breitbart.com/media/2016/08/Roseanne.jpg,"2018-05-03 21:32:02",breitbart-news
320,cnn,"Tom Kludt","Chicago Tribune staffers overwhelmingly back union",http://money.cnn.com/2018/04/24/media/chicago-tribune-union-tronc/index.html,http://i2.cdn.turner.com/money/dam/assets/180424115341-chicago-tribune-building-780x439.jpg,"2018-04-24 17:03:15",cnn
321,cnn,"Jacqueline Howard, CNN","Lead found in hundreds of Chicago homes' tap water, report says",https://www.cnn.com/2018/04/12/health/chicago-water-lead-report-bn/index.html,https://cdn.cnn.com/cnnnext/dam/assets/170227115211-water-super-tease.jpg,"2018-04-13 01:37:12",cnn
322,cnn,"Jill Martin, CNN","Michigan ends Loyola-Chicago's run, advances to national championship",https://edition.cnn.com/2018/03/31/sport/2018-ncaa-mens-final-four/index.html,https://cdn.cnn.com/cnnnext/dam/assets/180331200354-02-loyola-michigan-super-tease.jpg,"2018-04-01 00:14:36",cnn
323,cnn,"Heather Kelly","Amazon Go stores are coming to Chicago and San Francisco",http://money.cnn.com/2018/05/14/technology/amazon-go-san-francisco-chicago/index.html,http://i2.cdn.turner.com/money/dam/assets/180126023425-amazon-go-outside-780x439.jpg,"2018-05-15 01:19:45",cnn
343,fox-news,NULL,"Sears selling its final Chicago store",http://video.foxnews.com/v/5777546903001/,http://a57.foxnews.com/media2.foxnews.com/BrightCove/694940094001/2018/04/27/640/360/694940094001_5777561902001_5777546903001-vs.jpg,"2018-04-27 21:18:09",fox-news
344,fox-news,"Elizabeth Zwirz","Trump defends Chicago police, tweets they 'have every right to legally protest' - Fox News",http://www.foxnews.com/us/2018/05/25/trump-defends-chicago-police-tweets-have-every-right-to-legally-protest.html,http://a57.foxnews.com/images.foxnews.com/content/fox-news/us/2018/05/25/trump-defends-chicago-police-tweets-have-every-right-to-legally-protest/_jcr_content/par/featured_image/media-0.img.jpg/0/0/1527301089080.jpg?ve=1,"2018-05-26 02:20:36",fox-news
345,fox-news,NULL,"ATF agent shot in the head in Chicago",http://video.foxnews.com/v/5780299029001/,http://a57.foxnews.com/media2.foxnews.com/BrightCove/694940094001/2018/05/04/640/360/694940094001_5780305349001_5780299029001-vs.jpg,"2018-05-04 10:35:56",fox-news
346,fox-news,"Associated Press","'Chicago Fire' actress DuShon Monique Brown dead at 49 - Fox News",http://www.foxnews.com/entertainment/2018/03/26/chicago-fire-actress-dushon-monique-brown-dead-at-49.html,http://a57.foxnews.com/images.foxnews.com/content/fox-news/entertainment/2018/03/26/chicago-fire-actress-dushon-monique-brown-dead-at-49/_jcr_content/par/featured_image/media-0.img.jpg/0/0/1522065389790.jpg?ve=1,"2018-03-26 01:30:00",fox-news
347,fox-news,"Elizabeth Zwirz","Trump defends Chicago police, tweets they 'have every right to legally protest' - Fox News",http://www.foxnews.com/politics/2018/05/26/trump-defends-chicago-police-tweets-have-every-right-to-legally-protest.html,http://a57.foxnews.com/images.foxnews.com/content/fox-news/politics/2018/05/26/trump-defends-chicago-police-tweets-have-every-right-to-legally-protest/_jcr_content/par/featured_image/media-0.img.jpg/0/0/1527301089080.jpg?ve=1,"2018-05-26 03:47:48",fox-news
348,fox-news,"Fox News","Calif. man had loaded gun, body armor possibly from NYPD, police say - Fox News",http://www.foxnews.com/us/2018/03/25/calif-man-had-loaded-gun-body-armor-possibly-from-nypd-police-say.html,http://a57.foxnews.com/images.foxnews.com/content/fox-news/us/2018/03/25/calif-man-had-loaded-gun-body-armor-possibly-from-nypd-police-say/_jcr_content/par/featured-media/media-0.img.png/0/0/1521940666239.png?ve=1,"2018-03-25 06:45:00",fox-news
349,fox-news,NULL,"Is Chicago guilty of legalized illegal voting?",http://video.foxnews.com/v/5743484772001/,http://a57.foxnews.com/media2.foxnews.com/BrightCove/694940094001/2018/03/02/640/360/694940094001_5743496697001_5743484772001-vs.jpg,"2018-03-02 01:35:46",fox-news
350,fox-news,NULL,"Chicago task force tackles funeral violence",http://video.foxnews.com/v/5745190628001/,http://a57.foxnews.com/media2.foxnews.com/BrightCove/694940094001/2018/03/05/640/360/694940094001_5745197251001_5745190628001-vs.jpg,"2018-03-05 12:55:15",fox-news
351,fox-news,NULL,"Effectiveness of Chicago gun laws in question",http://video.foxnews.com/v/5759620080001/,http://a57.foxnews.com/media2.foxnews.com/BrightCove/694940094001/2018/03/28/640/360/694940094001_5759638394001_5759620080001-vs.jpg,"2018-03-28 11:39:09",fox-news
352,fox-news,"New York Post","Loyola-Chicago angry at 'disgusting' Sister Jean potshots - Fox News",http://www.foxnews.com/sports/2018/04/01/loyola-chicago-angry-at-disgusting-sister-jean-potshots.html,http://a57.foxnews.com/images.foxnews.com/content/fox-news/sports/2018/04/01/loyola-chicago-angry-at-disgusting-sister-jean-potshots/_jcr_content/par/featured_image/media-0.img.jpg/0/0/1522611292855.jpg?ve=1,"2018-04-01 19:37:59",fox-news
353,fox-news,"Fox News","ATF agent shot, critically injured in Chicago's South Side",http://www.foxnews.com/us/2018/05/04/atf-agent-shot-critically-injured-in-chicagos-south-side.html,http://www.foxnews.com/content/dam/fox-news/logo/og-fn-foxnews.jpg,"2018-05-04 10:07:14",fox-news
354,fox-news,"Robert Gearty","Lawsuit alleges 'con shell game' to build Obama Center in Chicago park - Fox News",http://www.foxnews.com/politics/2018/05/15/lawsuit-alleges-con-shell-game-to-build-obama-center-in-chicago-park.html,http://a57.foxnews.com/media.foxbusiness.com/BrightCove/854081161001/201803/181/0/0/854081161001_5758671697001_5758662526001-vs.jpg?ve=1,"2018-05-15 16:40:02",fox-news
355,fortune,Bloomberg,"Kohl’s Decided to Accept Amazon Returns in Its Stores. What Happened Next Could Affect the Future of Retail",http://fortune.com/2018/05/08/kohls-amazon-returns-store-traffic/,https://fortunedotcom.files.wordpress.com/2018/05/kohls.jpg,"2018-05-08 08:42:07",fortune
356,fortune,"Emily Price","Pokémon GO Fest Returns to Chicago This July",http://fortune.com/2018/05/07/pokemon-go-fest-chicago-2018/,https://fortunedotcom.files.wordpress.com/2018/05/gettyimages-821019704.jpg,"2018-05-07 18:54:11",fortune
357,fortune,"Christina Austin","The Best Companies to Work for in Chicago",http://fortune.com/2018/05/22/best-companies-chicago/,https://fortunedotcom.files.wordpress.com/2018/05/chicago-skyline-river-workplaces.jpg,"2018-05-22 11:00:35",fortune
358,fortune,Bloomberg,"A Man in Severe Pain Curls Up on the Floor of a United Flight, But the Airline Won’t Land. Now He’s Suing",http://fortune.com/2018/05/25/united-sick-passenger-lawsuit/,https://fortunedotcom.files.wordpress.com/2018/05/united-plane.jpg,"2018-05-25 09:52:54",fortune
359,fortune,"Sarah Gray","Police Officer Fired After Dragging Passenger From a United Flight Last Year Files Lawsuit",http://fortune.com/2018/04/11/police-officer-fired-after-dragging-passenger-from-a-united-flight-last-year-files-lawsuit/,https://fortunedotcom.files.wordpress.com/2017/08/united-airlines-pilot.jpg,"2018-04-11 23:43:47",fortune
360,fortune,"Ed Frauenheim","This Employee-Owned Consulting Firm Was Just Named One of Chicago’s Best Places to Work",http://fortune.com/2018/05/25/west-monroe-best-workplaces/,https://fortunedotcom.files.wordpress.com/2018/05/gettyimages-673117017.jpg,"2018-05-25 20:01:24",fortune
361,fortune,Bloomberg,"Billionaire Ken Griffin Gives Chicago Police $10 Million to Fight Gun Violence",http://fortune.com/2018/04/11/ken-griffin-chicago-citadel/,https://fortunedotcom.files.wordpress.com/2017/05/530884400.jpg,"2018-04-11 17:14:56",fortune
362,fortune,"Christina Austin","Loyola-Chicago Has the Most Dedicated Fans of the Final Four Teams",http://fortune.com/2018/03/30/2018-final-four-march-madness-support/,https://fortunedotcom.files.wordpress.com/2018/03/gettyimages-937534178.jpg,"2018-03-31 00:34:36",fortune
363,fortune,"Don Reisinger","Apple Announces a Surprise March Press Event—At a Chicago High School",http://fortune.com/2018/03/16/apple-ipad-event-march-27-chicago/,https://fortunedotcom.files.wordpress.com/2017/11/gettyimages-692719308.jpg,"2018-03-16 14:39:02",fortune
364,fortune,"Lucinda Shen","One of the World’s Largest Stock Exchanges Is ‘Deep at Work’ With Bitcoin",http://fortune.com/2018/05/23/bitcoin-german-nyse-nasdaq-futures-stock-exchange/,https://fortunedotcom.files.wordpress.com/2018/05/bitcoin-price-german-deutsche-boerse-futures.jpg,"2018-05-23 22:09:42",fortune
365,fortune,"Chris Morris","Nobody Seems to Want to Host the 2026 World Cup",http://fortune.com/2018/03/16/nobody-seems-to-want-to-host-the-2026-world-cup/,https://fortunedotcom.files.wordpress.com/2018/03/gettyimages-841382852.jpg,"2018-03-16 16:06:32",fortune
366,fortune,"Adam Lashinsky","How the Heartland Could Compete With Silicon Valley",http://fortune.com/2018/04/20/middle-america-manufacturing-silicon-valley/,https://fortunedotcom.files.wordpress.com/2017/08/170809_hi-tech-cities-chicago-illinois.jpg,"2018-04-20 16:18:31",fortune
367,fortune,"Alan Murray, David Meyer","China Pressure, TPP Revival, Postal Service Review: CEO Daily for April 13, 2018",http://fortune.com/2018/04/13/china-tariffs-tpp-postal-service-amazon-ceo-daily-for-april-13-2018/,https://fortunedotcom.files.wordpress.com/2018/04/donald-trump-china-trade-tariffs.jpg,"2018-04-13 11:18:33",fortune
368,fortune,"Chris Morris","These U.S. Media Sites Have Gone Dark in Europe as New GDPR Rules Kick In",http://fortune.com/2018/05/25/gdpr-us-media-sites-not-accessible/,https://fortunedotcom.files.wordpress.com/2016/04/85899312.jpg,"2018-05-25 13:38:20",fortune
369,fortune,"Alana Abramson","President Trump Just Confirmed the Report He Wants to ‘Go After’ Amazon",http://fortune.com/2018/03/29/donald-trump-go-after-amazon-tweet/,?w=720,"2018-03-29 13:04:08",fortune
370,fortune,"Polina Marinova","Term Sheet — Friday, March 16",http://fortune.com/2018/03/16/term-sheet-friday-march-16/,https://fortunedotcom.files.wordpress.com/2017/01/fortune-logo.jpg,"2018-03-16 13:31:23",fortune
371,fortune,"Polina Marinova","Term Sheet — Thursday, March 15",http://fortune.com/2018/03/15/term-sheet-thursday-march-15/,https://fortunedotcom.files.wordpress.com/2017/01/fortune-logo.jpg,"2018-03-15 12:59:32",fortune
372,fortune,"Emily Price","Amazon Is Getting Closer to Picking a Site for HQ2",http://fortune.com/2018/05/16/amazon-hq2-news/,https://fortunedotcom.files.wordpress.com/2017/12/brb-12-15-17-amazon.jpg,"2018-05-16 18:55:26",fortune
373,fortune,"Fortune Editors","The Best Companies in Consulting and Professional Services",http://fortune.com/2018/04/24/best-companies-consulting-professional-services-2/,https://fortunedotcom.files.wordpress.com/2018/04/day-blink-consulting-best-workplaces-consulting-2018.jpg,"2018-04-24 11:00:30",fortune
374,fortune,Bloomberg,"J.P Morgan Is Getting Sued Over the Suicide of a Star Broker Who Was Forced to Retire",http://fortune.com/2018/04/03/jpmorgan-broker-suicide-wrongful-death/,https://fortunedotcom.files.wordpress.com/2018/04/jpmorgan.jpg,"2018-04-03 11:12:24",fortune
375,fox-news,NULL,"Sears selling its final Chicago store",http://video.foxnews.com/v/5777546903001/,http://a57.foxnews.com/media2.foxnews.com/BrightCove/694940094001/2018/04/27/640/360/694940094001_5777561902001_5777546903001-vs.jpg,"2018-04-27 21:18:09",fox-news
376,fox-news,"Elizabeth Zwirz","Trump defends Chicago police, tweets they 'have every right to legally protest' - Fox News",http://www.foxnews.com/us/2018/05/25/trump-defends-chicago-police-tweets-have-every-right-to-legally-protest.html,http://a57.foxnews.com/images.foxnews.com/content/fox-news/us/2018/05/25/trump-defends-chicago-police-tweets-have-every-right-to-legally-protest/_jcr_content/par/featured_image/media-0.img.jpg/0/0/1527301089080.jpg?ve=1,"2018-05-26 02:20:36",fox-news
377,fox-news,NULL,"ATF agent shot in the head in Chicago",http://video.foxnews.com/v/5780299029001/,http://a57.foxnews.com/media2.foxnews.com/BrightCove/694940094001/2018/05/04/640/360/694940094001_5780305349001_5780299029001-vs.jpg,"2018-05-04 10:35:56",fox-news
378,fox-news,"Associated Press","'Chicago Fire' actress DuShon Monique Brown dead at 49 - Fox News",http://www.foxnews.com/entertainment/2018/03/26/chicago-fire-actress-dushon-monique-brown-dead-at-49.html,http://a57.foxnews.com/images.foxnews.com/content/fox-news/entertainment/2018/03/26/chicago-fire-actress-dushon-monique-brown-dead-at-49/_jcr_content/par/featured_image/media-0.img.jpg/0/0/1522065389790.jpg?ve=1,"2018-03-26 01:30:00",fox-news
379,fox-news,"Elizabeth Zwirz","Trump defends Chicago police, tweets they 'have every right to legally protest' - Fox News",http://www.foxnews.com/politics/2018/05/26/trump-defends-chicago-police-tweets-have-every-right-to-legally-protest.html,http://a57.foxnews.com/images.foxnews.com/content/fox-news/politics/2018/05/26/trump-defends-chicago-police-tweets-have-every-right-to-legally-protest/_jcr_content/par/featured_image/media-0.img.jpg/0/0/1527301089080.jpg?ve=1,"2018-05-26 03:47:48",fox-news
380,fox-news,"Fox News","Calif. man had loaded gun, body armor possibly from NYPD, police say - Fox News",http://www.foxnews.com/us/2018/03/25/calif-man-had-loaded-gun-body-armor-possibly-from-nypd-police-say.html,http://a57.foxnews.com/images.foxnews.com/content/fox-news/us/2018/03/25/calif-man-had-loaded-gun-body-armor-possibly-from-nypd-police-say/_jcr_content/par/featured-media/media-0.img.png/0/0/1521940666239.png?ve=1,"2018-03-25 06:45:00",fox-news
381,fox-news,NULL,"Is Chicago guilty of legalized illegal voting?",http://video.foxnews.com/v/5743484772001/,http://a57.foxnews.com/media2.foxnews.com/BrightCove/694940094001/2018/03/02/640/360/694940094001_5743496697001_5743484772001-vs.jpg,"2018-03-02 01:35:46",fox-news
382,fox-news,NULL,"Chicago task force tackles funeral violence",http://video.foxnews.com/v/5745190628001/,http://a57.foxnews.com/media2.foxnews.com/BrightCove/694940094001/2018/03/05/640/360/694940094001_5745197251001_5745190628001-vs.jpg,"2018-03-05 12:55:15",fox-news
383,fox-news,NULL,"Effectiveness of Chicago gun laws in question",http://video.foxnews.com/v/5759620080001/,http://a57.foxnews.com/media2.foxnews.com/BrightCove/694940094001/2018/03/28/640/360/694940094001_5759638394001_5759620080001-vs.jpg,"2018-03-28 11:39:09",fox-news
384,fox-news,"New York Post","Loyola-Chicago angry at 'disgusting' Sister Jean potshots - Fox News",http://www.foxnews.com/sports/2018/04/01/loyola-chicago-angry-at-disgusting-sister-jean-potshots.html,http://a57.foxnews.com/images.foxnews.com/content/fox-news/sports/2018/04/01/loyola-chicago-angry-at-disgusting-sister-jean-potshots/_jcr_content/par/featured_image/media-0.img.jpg/0/0/1522611292855.jpg?ve=1,"2018-04-01 19:37:59",fox-news
385,fox-news,"Fox News","ATF agent shot, critically injured in Chicago's South Side",http://www.foxnews.com/us/2018/05/04/atf-agent-shot-critically-injured-in-chicagos-south-side.html,http://www.foxnews.com/content/dam/fox-news/logo/og-fn-foxnews.jpg,"2018-05-04 10:07:14",fox-news
386,fox-news,"Robert Gearty","Lawsuit alleges 'con shell game' to build Obama Center in Chicago park - Fox News",http://www.foxnews.com/politics/2018/05/15/lawsuit-alleges-con-shell-game-to-build-obama-center-in-chicago-park.html,http://a57.foxnews.com/media.foxbusiness.com/BrightCove/854081161001/201803/181/0/0/854081161001_5758671697001_5758662526001-vs.jpg?ve=1,"2018-05-15 16:40:02",fox-news
387,fox-news,"Matt Finn","'Blue Wednesday' in Chicago as union takes stand against 'anti-police' Mayor Emanuel - Fox News",http://www.foxnews.com/us/2018/05/23/blue-wednesday-in-chicago-as-union-takes-stand-against-anti-police-mayor-emanuel.html,http://a57.foxnews.com/media2.foxnews.com/BrightCove/694940094001/2018/05/23/0/0/694940094001_5788760684001_5788752774001-vs.jpg?ve=1,"2018-05-23 19:52:30",fox-news
388,fox-news,"Alexandria Hein","Chicago baby fitted with world's tiniest mechanical heart valve - Fox News",http://www.foxnews.com/health/2018/04/25/chicago-baby-fitted-with-worlds-tiniest-mechanical-heart-valve.html,http://a57.foxnews.com/images.foxnews.com/content/fox-news/health/2018/04/25/chicago-baby-fitted-with-worlds-tiniest-mechanical-heart-valve/_jcr_content/par/featured_image/media-0.img.jpg/0/0/1524667330092.jpg?ve=1,"2018-04-25 14:46:10",fox-news
389,fox-news,NULL,"Chicago Police union blasts Mayor Emanuel as anti-police",http://video.foxnews.com/v/5789598110001/,http://a57.foxnews.com/media2.foxnews.com/BrightCove/694940094001/2018/05/25/640/360/694940094001_5789601371001_5789598110001-vs.jpg,"2018-05-25 12:20:52",fox-news
390,fox-news,"Stephen Sorace","Shooting of ATF agent in Chicago prompts manhunt for suspect, $61G reward offer - Fox News",http://www.foxnews.com/us/2018/05/05/shooting-atf-agent-in-chicago-prompts-manhunt-for-suspect-61g-reward-offer.html,http://a57.foxnews.com/images.foxnews.com/content/fox-news/us/2018/05/05/shooting-atf-agent-in-chicago-prompts-manhunt-for-suspect-61g-reward-offer/_jcr_content/par/featured_image/media-0.img.jpg/0/0/1525497892530.jpg?ve=1,"2018-05-05 07:23:21",fox-news
391,fox-news,"Fox News","Obama makes in-person pitch for presidential center - Fox News",http://www.foxnews.com/politics/2018/02/28/obama-makes-in-person-pitch-for-presidential-center.html,http://a57.foxnews.com/media2.foxnews.com/BrightCove/694940094001/2018/01/12/0/0/694940094001_5708384755001_5708381718001-vs.jpg?ve=1,"2018-02-28 06:24:33",fox-news
392,fox-news,"Ryan Gaydos","Sister Jean Schmidt, 98, sees Loyola-Chicago win first NCAA Tournament game in 33 years - Fox News",http://www.foxnews.com/sports/2018/03/16/sister-jean-schmidt-98-sees-loyola-chicago-win-first-ncaa-tournament-game-in-33-years.html,http://a57.foxnews.com/images.foxnews.com/content/fox-news/sports/2018/03/16/sister-jean-schmidt-98-sees-loyola-chicago-win-first-ncaa-tournament-game-in-33-years/_jcr_content/par/featured_image/media-0.img.jpg/0/0/1521193252365.jpg?ve=1,"2018-03-16 09:45:08",fox-news
393,fox-news,"Bradford Betz","As bullets fly, Chicago police boss blasts civilian oversight plans - Fox News",http://www.foxnews.com/us/2018/03/11/as-bullets-fly-chicago-police-boss-blasts-civilian-oversight-plans.html,http://a57.foxnews.com/images.foxnews.com/content/fox-news/us/2018/03/11/as-bullets-fly-chicago-police-boss-blasts-civilian-oversight-plans/_jcr_content/par/featured_image/media-0.img.jpg/0/0/1520757590311.jpg?ve=1,"2018-03-11 08:47:51",fox-news
394,fox-news,NULL,"ATF agent shot in the head in Chicago",http://video.foxnews.com/v/5780307832001/,http://a57.foxnews.com/media2.foxnews.com/BrightCove/694940094001/2018/05/04/640/360/694940094001_5780311816001_5780307832001-vs.jpg,"2018-05-04 11:13:55",fox-news
395,business-insider,"Michelle Mark and Associated Press","ATF agent shot in the head in Chicago during undercover operation, manhunt underway",http://www.businessinsider.com/atf-agent-shot-chicago-manhunt-2018-5,https://amp.businessinsider.com/images/5aec63be19ee8624008b483a-640-320.jpg,"2018-05-04 13:59:10",business-insider
396,business-insider,"Hayley Peterson","Sears is closing its last Chicago store after 80 years in business",https://www.businessinsider.com/sears-to-close-last-chicago-store-2018-4,https://static.businessinsider.com/image/59fce00e5124c99560c19e2c-640.jpg,"2018-04-12 10:19:23",business-insider
397,business-insider,Reuters,"Apple set to update iPad lineup at Chicago education event - Business Insider",http://www.businessinsider.com/r-apple-set-to-update-ipad-lineup-at-chicago-education-event-2018-3,NULL,"2018-03-27 11:34:08",business-insider
398,business-insider,"Tyler Lauletta","Loyola-Chicago hits 3-pointer in final second for first upset of March Madness",https://www.businessinsider.com/loyola-chicago-buzzer-beater-march-madness-2018-3,https://static.businessinsider.com/image/5aaae663873dc626008b459c-640.jpg,"2018-03-15 11:06:21",business-insider
399,business-insider,"Scott Davis","Why NHL teams use goalies off the street to fill in for injured players -- like the 36-year-old accountant who became a star for the Blackhawks",https://www.businessinsider.com/scott-foster-blackhawks-goalie-nhl-rules-2018-3,https://static.businessinsider.com/image/5abe9e8566102628008b4693-640.jpg,"2018-03-30 10:01:48",business-insider
400,business-insider,"Sarah Jacobs","I tried one of the most famous hot dogs in Chicago and it was delicious — but I made one huge mistake while ordering",http://www.businessinsider.com/portillos-hot-dog-chicago-favorite-review-2018-5,https://amp.businessinsider.com/images/5af5bc223797e92b008b4755-640-320.jpg,"2018-05-11 16:32:00",business-insider
401,business-insider,"Hayley Peterson","Sears is closing its last Chicago store after 80 years in business (SHLD)",http://www.businessinsider.com/sears-to-close-last-chicago-store-2018-4,https://amp.businessinsider.com/images/5acfba0c146e711d008b4761-750-375.jpg,"2018-04-12 20:19:23",business-insider
402,business-insider,"Michal Kranz","A Holocaust denier and former Nazi Party leader just became the Republican nominee for Congress in Chicago",https://www.businessinsider.com/arthur-jones-ex-nazi-party-leader-republican-nominee-congress-chicago-2018-3,https://static.businessinsider.com/image/5ab277c85bd8b86d0a8b4589-640.jpg,"2018-03-21 05:03:30",business-insider
403,business-insider,"San Francisco Chronicle","Why NHL teams use goalies off the street to fill in for injured players — like the 36-year-old accountant who became a star for the Blackhawks",http://www.businessinsider.com/scott-foster-blackhawks-goalie-nhl-rules-2018-3?utm_source=hearst&amp;utm_medium=referral&amp;utm_content=allverticals,https://www.sfgate.com/img/pages/article/opengraph_default.png,"2018-03-30 14:01:00",business-insider
404,business-insider,"Leanna Garfield","A Chicago suburb with cheap housing is banking on becoming the next millennial destination",https://www.businessinsider.com/millennials-lured-to-chicago-suburb-homewood-illinois-2018-4,https://static.businessinsider.com/image/5ace26ea146e7123008b45a4-640.jpg,"2018-04-11 10:52:26",business-insider
405,business-insider,"Brandon Wiggins","Sister Jean can't represent the Chicago Bulls during the NBA Draft lottery because she is not a representative of the organisation",https://www.businessinsider.com/chicago-bulls-nba-draft-lottery-no-sister-jean-2018-4,https://static.businessinsider.com/image/5acfaf8a146e711a008b474b-640.jpg,"2018-04-12 09:14:20",business-insider
406,business-insider,"Mark Matousek","An officer who dragged a United passenger off a flight last year is reportedly suing the airline",https://www.businessinsider.com/officer-who-dragged-united-passenger-off-flight-sues-airline-2018-4,https://static.businessinsider.com/image/5ace232987826b35008b4c4a-640.jpg,"2018-04-11 05:40:43",business-insider
407,business-insider,"Brandon Wiggins","Sister Jean can't represent the Chicago Bulls during the NBA Draft lottery because she is not a representative of the organization",http://www.businessinsider.com/chicago-bulls-nba-draft-lottery-no-sister-jean-2018-4,https://amp.businessinsider.com/images/5acfaa21146e7123008b4718-750-375.jpg,"2018-04-12 19:14:20",business-insider
408,business-insider,Contributor,"How the photographers behind the Women's March are capturing and archiving history",http://www.businessinsider.com/womens-march-chicago-photos-how-photographers-archive-history-2018-3,https://amp.businessinsider.com/images/5aa18a4065c6e629008b46f6-750-375.jpg,"2018-03-08 20:08:00",business-insider
409,business-insider,"Avery Hartmans","Apple is holding an event on March 27 -- and it looks like new iPads are coming",https://www.businessinsider.com/apple-event-march-27-ipad-education-2018-3,https://static.businessinsider.com/image/59371ba6d508f81e008b4712-640.jpg,"2018-03-16 02:57:00",business-insider
410,business-insider,"Tyler Lauletta","Miami-based ESPN Radio show erupts in laughter as the Marlins give up a home run on the first pitch of the season",https://www.businessinsider.com/dan-le-batard-marlins-home-run-2018-3,https://static.businessinsider.com/image/5abd457b5c0d6327008b4c4b-640.jpg,"2018-03-29 10:39:06",business-insider
411,business-insider,"Alex Lockie","Dennis Rodman, Kim Jong Un's best friend in the US, hopes Trump gives Kim a 'Make America Great Again' hat",https://www.businessinsider.com/dennis-rodman-hopes-trump-gives-kim-jong-un-a-maga-hat-2018-3,https://static.businessinsider.com/image/5abe5a364962d71c008b469b-640.jpg,"2018-03-30 04:43:19",business-insider
412,business-insider,"Pedro Nicolaci da Costa","There's a suspicious burst of taxi rides to and from Wall Street banks and the NY Fed around the time of key Fed meetings",https://www.businessinsider.com/new-york-fed-conflicts-on-interest-evident-in-nyc-yellowcab-data-2018-3,https://static.businessinsider.com/image/5a7df239d03072ae0a8b4be4-640.jpg,"2018-03-12 04:09:28",business-insider
413,business-insider,"Cork Gaines","Loyola-Chicago's 98-year-old team chaplain can't enter her brackets in March Madness pools because of a draconian NCAA rule",https://www.businessinsider.com/loyola-chicago-chaplain-cant-enter-march-madness-pool-ncaa-rules-2018-3,https://static.businessinsider.com/image/5aa9f3863be59f20008b4568-640.jpg,"2018-03-15 03:00:00",business-insider
414,business-insider,"Kif Leswing","Tim Cook is throwing lots of shade -- first at Amazon, then at Mark Zuckerberg",https://www.businessinsider.com/tim-cook-insults-amazon-hq2-beauty-contest-facebook-mark-zuckerberg-interview-2018-3,https://static.businessinsider.com/image/5abbc3cf5c0d630c028b492e-640.jpg,"2018-03-28 05:46:00",business-insider
415,the-hill,"Luis Sanchez","Chicago City Council approves Obama Presidential Center",http://thehill.com/homenews/state-watch/389043-chicago-city-council-approves-obama-presidential-center,http://thehill.com/sites/default/files/obamafoundationsummit.jpg,"2018-05-23 19:00:17",the-hill
416,the-hill,"Brett Samuels","Chicago student handcuffed during school walkout",http://thehill.com/blogs/blog-briefing-room/378443-chicago-student-handcuffed-during-school-walkout,http://thehill.com/sites/default/files/wh.protest.guns_.shooting.jpg,"2018-03-14 20:21:45",the-hill
417,the-hill,"Morgan Gstalter","Chicago exhibit replicates bike-sharing with AR-15s in gun protest art",http://thehill.com/blogs/blog-briefing-room/news/387456-chicago-art-display-replicates-bike-sharing-display-with-ar-15s,http://thehill.com/sites/default/files/chicagogunshareprogram_wgn.png,"2018-05-13 02:16:21",the-hill
418,the-hill,"Luis Sanchez","Tronc recognizes journalists’ union",http://thehill.com/homenews/media/386481-tronc-recognizes-journalists-union,http://thehill.com/sites/default/files/chicagotribune.jpg,"2018-05-07 12:57:59",the-hill
419,the-hill,"Julia Manchester","Chicago nonprofit sues to block Obama Presidential Center",http://thehill.com/blogs/blog-briefing-room/news/387767-chicago-nonprofit-sues-to-block-obama-presidential-center,http://thehill.com/sites/default/files/obamafoundationsummit.jpg,"2018-05-15 16:21:46",the-hill
420,the-hill,"Brett Samuels","Kanye West: Nothing changed in Chicago during Obama's presidency",http://thehill.com/blogs/in-the-know/in-the-know/384930-kanye-west-nothing-changed-in-chicago-during-obamas-presidency,http://thehill.com/sites/default/files/blogs/kanye_west_getty.jpg,"2018-04-25 23:24:30",the-hill
421,the-hill,"Jacqueline Thomsen","Chicago White Sox to no longer offer plastic straws",http://thehill.com/blogs/blog-briefing-room/news/384091-chicago-white-sox-to-no-longer-offer-plastic-straws,http://thehill.com/sites/default/files/whitesox.jpg,"2018-04-20 11:47:21",the-hill
422,the-hill,"Max Greenwood","Zuckerberg gives $14 million grant to Chicago schools",http://thehill.com/policy/technology/385701-zuckerberg-gives-14-million-grant-to-chicago-schools,http://thehill.com/sites/default/files/zuckerbergmark_032515getty_lead.jpg,"2018-05-01 19:01:58",the-hill
